Region,Brca1,E2f6,Esrrb,Foxm1,Grhl2,Hdac2,Klf5,Max,Mga,Nanog,Nfkb2,Patz1,Pou5f1,Rad21,Rel,Rela,Rest,Sin3a,Smc3,Sox2,Sp1,Tbx3,Tlr4,Zfp281,Zfp42,Zic3,openness,GCcontent,Label
region 9388,0,0,0,42173.19951,0,218182.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.91973941,0.41358,0
region 9389,0,0,42288.60128,0,0,0,100246.8486,0,0,104863.1421,0,28378.42127,0,230593.9686,0,0,0,0,32288.81679,0,48084.95032,0,0,6461.805555,0,0,16.9759053,0.534783,0
region 9390,0,0,0,0,0,0,0,0,34401.06992,50202.87816,0,0,899049.6927,0,0,0,0,0,0,173063.8604,0,24165.22805,0,0,0,0,7.694049614,0.410072,0
region 9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42838696,0.465608,0
region 9392,0,0,0,0,0,0,499809.5072,0,0,0,0,41528.11435,0,0,153.2729013,4678.010555,0,0,0,0,261563.9253,0,0,0,0,2929.716305,28.21211522,0.683983,0
region 9393,0,0,0,20204.49731,0,104591.7434,0,9351.997028,33410.21292,77611.76139,0,0,0,0,0,0,0,14251.8508,0,0,0,23469.1949,0,0,0,0,5.304641278,0.407407,0
region 9394,0,0,19866.37896,0,0,0,143640.6717,0,95807.47091,51587.90367,0,14389.38255,1909448.323,0,0,0,0,0,0,194294.1743,63175.3042,67300.50517,0,0,0,0,26.06507129,0.476489,0
region 9395,0,0,172121.6618,0,0,0,0,0,0,115595.1343,0,0,0,235650.2551,0,0,0,0,32996.82104,0,50628.19713,0,0,0,0,0,4.401709493,0.478261,0
region 9396,0,0,0,26174.13185,0,104540.9762,48041.47625,0,0,0,0,0,0,274482.3213,0,0,0,0,38434.26366,0,0,0,0,0,0,0,5.649482089,0.388704,0
region 9397,0,0,23510.73787,0,0,0,0,0,0,40800.26174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.44530281,0.425676,0
region 9398,0,0,23674.43284,0,0,0,722742.4844,0,17096.55175,0,0,27195.00593,0,0,0,0,0,0,0,0,123931.4389,12009.57043,0,0,0,0,4.624492398,0.620192,0
region 9399,0,0,23161.31341,5878.961516,0,89634.35156,153913.5926,0,37535.12259,54450.25152,0,0,0,0,0,0,0,0,0,215343.3082,45513.10231,26366.76125,0,0,0,2940.847429,14.35174675,0.493075,0
region 9400,0,0,28610.84278,0,0,0,39883.63481,0,47869.85124,0,0,0,0,317753.9449,0,0,0,0,44493.3533,0,37914.09069,33626.45042,0,0,0,0,7.732894133,0.445887,0
region 9401,0,1693.711058,0,0,0,41943.552,364826.5913,0,53226.44098,31413.00992,0,14389.38255,851063.7449,0,0,0,0,0,0,90498.86352,72011.52469,37389.21748,0,6828.141091,0,0,11.50255122,0.48294,0
region 9402,0,0,0,0,0,0,55328.55508,0,16746.02096,120663.2817,0,0,0,292914.8583,0,0,0,0,41015.27136,0,0,11763.33807,0,0,0,0,51.15425532,0.5,0
region 9403,0,1492.016225,0,0,0,0,0,0,32555.5925,0,0,0,0,0,0,0,0,0,0,0,0,22868.8619,0,0,0,0,8.413813585,0.565543,0
region 9404,0,0,0,0,0,44893.80173,48518.93544,0,0,0,0,0,785486.2942,255714.8368,0,0,0,0,35806.35508,0,23272.85728,0,0,0,0,0,5.438778201,0.463636,0
region 9405,0,0,0,0,1283.212919,46151.26231,0,0,59546.81066,40862.0273,0,0,0,0,0,0,0,0,0,205444.49,0,41828.99726,0,0,0,0,12.92368834,0.441667,0
region 9406,0,0,0,0,0,0,0,0,15526.64113,87461.32317,0,0,1585475.571,0,0,0,0,0,0,0,13918.68727,10906.77774,5.196646445,0,0,0,3.052982829,0.440075,0
region 9407,0,0,0,0,0,0,0,0,0,0,0,0,654719.9163,307858.8841,0,0,0,0,43107.80186,69782.31379,0,0,0,0,0,0,10.04015642,0.518987,0
region 9408,0,0,19567.76326,6007.870531,0,0,0,0,38939.12179,112845.9835,0,0,0,266314.7032,0,0,0,0,37290.59661,69782.31379,0,27353.00851,0,0,0,3825.262668,5.793841937,0.462366,0
region 9409,0,0,19665.58237,0,0,0,335160.5831,0,14970.34777,0,0,13989.03872,0,0,0,0,0,0,0,0,93941.48392,10516.0063,0,0,0,0,4.81315888,0.492386,0
region 9410,0,0,48730.62033,0,0,104308.5488,247398.0884,0,16742.73722,0,0,0,0,0,0,0,0,0,0,77462.35473,0,11761.03139,0,0,0,0,48.14017099,0.529968,0
region 9411,0,0,0,0,0,0,0,0,16398.07143,30819.14868,0,0,0,0,0,0,0,0,0,0,0,11518.91894,0,0,0,0,8.94091356,0.445455,0
region 9412,0,0,0,0,0,0,0,0,0,147581.1052,0,0,672792.1092,0,0,0,0,0,0,273702.4856,0,0,0,0,0,6037.849478,7.873763958,0.394432,0
region 9413,0,0,0,0,0,0,0,0,36913.2564,41967.95769,0,0,0,0,0,0,0,0,0,0,0,25929.92779,0,0,0,0,19.25621727,0.493827,0
region 9414,0,0,0,24341.9407,0,180613.8977,209195.4896,0,61079.5616,0,0,0,0,0,0,0,0,0,0,485222.6264,0,42905.68691,0,9526.310874,0,0,9.561120733,0.461538,0
region 9415,0,0,44295.00794,6009.523592,0,321664.0607,0,0,35700.33109,101334.0962,0,0,0,0,0,0,173382.4758,0,0,66654.48445,0,25077.90149,0,0,0,0,4.554581311,0.49359,0
region 9416,0,0,18583.21195,0,0,0,0,0,0,31173.49007,0,0,0,332344.8164,0,0,0,0,46536.43353,0,0,0,0,0,0,0,8.527374747,0.433476,0
region 9417,0,0,0,0,0,0,55284.09668,0,0,104381.6588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04747456,0.390449,0
region 9418,0,0,62435.16057,0,0,0,53029.95295,0,0,66925.62411,0,0,0,0,115.2437824,3517.331675,0,0,0,85478.24338,25436.63655,0,0,0,0,3329.967838,14.40465501,0.438202,0
region 9419,0,0,0,0,0,0,42290.80052,0,0,31661.58062,0,0,0,0,0,0,0,0,0,0,20285.4361,0,0,0,0,0,7.259282209,0.489655,0
region 9420,0,0,52670.65363,19189.45818,0,101050.696,143955.0867,0,0,0,0,14389.38255,0,0,0,0,0,0,0,0,22972.77009,0,0,0,0,0,13.24780425,0.572414,0
region 9421,0,0,0,0,0,0,48538.77508,0,0,73939.28755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66321675,0.377273,0
region 9422,0,0,0,0,0,0,0,0,56174.84399,45082.69178,0,0,0,0,0,0,0,0,0,0,0,39460.34001,0,0,0,0,8.82198407,0.534091,0
region 9423,0,0,0,0,0,0,264227.812,0,16028.28724,54367.55843,0,27978.07745,0,0,0,0,0,0,0,145711.1863,100232.8677,11259.16192,0,0,0,2936.381192,15.72102831,0.500924,0
region 9424,0,0,19163.75062,0,0,0,93758.47809,0,17220.43574,49612.01339,0,0,0,0,0,0,0,0,0,67613.83283,0,12096.59344,0,0,0,2679.535135,6.591883154,0.689922,0
region 9425,0,0,29019.64691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228323.8323,0,0,0,0,0,3382.123093,15.8874489,0.454054,0
region 9426,0,0,43458.75558,0,0,0,0,0,0,121631.388,0,0,850486.708,0,153.3202831,4679.456684,0,0,0,268987.1898,0,0,0,0,0,0,26.43195391,0.403361,0
region 9427,0,0,0,0,0,63522.22726,86745.6347,0,0,158137.814,0,14389.38255,1992678.752,0,117.069808,3573.063425,0,0,0,174999.6223,59970.60173,0,0,0,0,0,19.22099235,0.452874,0
region 9428,0,0,86383.72349,0,956.6791396,0,0,7119.84032,32874.12062,57828.37485,0,0,0,0,0,0,0,10850.18544,0,243313.7946,0,23092.6138,0,0,0,3123.299209,21.81198194,0.490348,0
region 9429,0,0,24839.33073,0,0,0,94405.91214,7464.052659,0,0,0,29107.98559,0,0,0,0,0,11374.74323,0,155770.3,23610.35672,0,0,0,0,3329.967838,20.41647944,0.566343,0
region 9430,0,0,21519.27496,0,0,0,57318.2506,0,34156.12839,77139.02862,0,0,0,0,117.956508,3600.126212,0,0,0,157268.1161,27493.5848,23993.16748,0,0,0,0,6.39482306,0.523077,0
region 9431,0,0,0,0,0,51060.37259,0,0,35605.35613,61119.82573,0,0,810033.311,0,0,0,0,0,0,0,48300.91053,25011.18578,0,0,0,5969.166381,8.379705648,0.412214,0
region 9432,0,0,45767.33914,0,0,0,344037.5995,0,15449.86446,0,0,40986.48239,0,0,0,0,0,0,0,0,71930.99093,10852.84554,0,0,0,0,21.08199678,0.716463,0
region 9433,0,0,24520.64454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98047728,0.524691,0
region 9434,0,0,38845.72843,0,0,0,0,0,0,144463.6614,0,0,2008672.168,265804.6211,0,0,0,0,37219.17258,294729.7753,0,0,0,0,0,0,43.31826991,0.435897,0
region 9435,0,0,57001.2328,6786.75599,0,0,0,10197.76109,17093.26801,35966.96541,0,0,0,0,0,0,0,15540.74162,0,83309.75231,26153.19593,12007.26375,0,0,0,0,19.4476414,0.484058,0
region 9436,0,0,26819.3668,0,0,0,221941.3266,0,48558.22691,78630.87599,0,30291.40093,0,0,0,0,0,0,0,0,83808.93846,34110.00384,0,0,0,0,10.85046504,0.575163,0
region 9437,0,0,22408.53416,0,0,0,47941.85618,7801.00231,33612.46035,177369.0169,0,0,799920.0092,0,0,0,0,11888.23314,0,311736.9457,22996.05229,23611.26476,0,0,0,0,18.84536183,0.4,0
region 9438,0,0,0,0,0,0,0,0,0,103365.5339,0,0,0,240369.9698,0,0,0,0,33657.69697,0,0,0,0,0,0,0,16.96529699,0.440191,0
region 9439,0,1524.05337,43345.84723,0,0,0,93693.75216,0,15009.36144,83961.40928,0,26706.79389,0,253970.5934,0,0,0,0,35562.11818,0,21632.04589,10543.41168,0,0,0,2749.674782,5.968594867,0.525469,0
region 9440,0,0,18324.23751,0,0,0,0,0,14973.62875,0,0,0,0,0,0,0,0,0,0,67048.43867,0,10518.31104,0,0,0,0,11.93757322,0.506173,0
region 9441,0,0,0,0,0,48654.34567,0,0,16150.07756,142059.8967,0,0,0,0,0,0,0,0,0,0,34615.86338,11344.71423,0,0,0,0,11.88971829,0.457447,0
region 9442,0,0,0,0,1034.573127,0,602621.8891,8140.308408,70367.33698,84619.90968,0,12765.93602,0,0,0,0,0,12405.31413,0,407475.862,95538.75752,49429.93778,0,0,0,2688.650462,15.8363941,0.560976,0
region 9443,0,0,0,0,0,0,259266.654,0,37646.9212,0,0,14389.38255,682016.4338,0,0,0,0,0,0,0,104171.714,26445.29483,0,0,0,0,14.40864018,0.441799,0
region 9444,0,0,0,0,0,0,0,0,0,31438.67447,0,0,896549.611,0,0,0,0,0,0,0,0,0,0,0,0,0,60.97102233,0.576577,0
region 9445,0,0,37143.53861,0,0,0,0,0,0,89855.97559,0,0,1957161.097,0,0,0,0,0,0,197395.0772,0,0,0,0,0,0,7.249464955,0.425,0
region 9446,0,0,25362.46642,0,0,0,519097.9182,0,51988.72511,81747.50079,0,27978.07745,878080.438,0,0,0,0,0,0,0,159915.4598,36519.7769,0,0,0,0,11.19012068,0.606771,0
region 9447,0,0,0,0,0,0,0,0,33855.01621,57662.93408,0,0,0,343828.502,0,0,0,0,48144.43144,0,0,23781.6495,0,0,0,3114.363786,60.98728846,0.598765,0
region 9448,0,0,0,0,0,0,81891.29254,0,0,34306.47603,0,14389.38255,908926.9728,0,0,0,0,0,0,96651.81786,0,0,0,0,0,3189.413529,75.65228584,0.42623,0
region 9449,0,0,0,0,0,0,0,10296.86864,16634.58047,0,0,0,0,0,0,0,0,15691.77525,0,0,0,11685.05606,0,0,0,0,28.48766487,0.572222,0
region 9450,0,0,0,0,0,0,0,0,53749.84737,211082.1505,0,0,0,594715.4256,0,0,0,0,83274.76014,0,19510.10463,37756.88729,0,0,0,0,13.00955523,0.472303,0
region 9451,0,0,41808.98116,20204.49731,0,229846.104,0,0,89149.12413,114545.6523,0,0,1482341.975,0,0,0,67514.26031,0,0,0,0,62623.31144,0,0,0,3670.854729,5.452002082,0.442249,0
region 9452,0,0,25165.14564,0,0,0,0,0,0,0,0,0,1085601.946,0,0,0,0,0,0,267662.7233,19892.1883,0,0,0,0,0,20.12729216,0.477273,0
region 9453,0,0,49253.92049,22015.88081,0,118054.3098,0,0,15774.05923,51508.80772,9280.009784,0,717027.9344,0,163.7801187,4998.699167,0,0,0,0,0,11080.57801,0,16354.45196,0,0,4.355783185,0.467368,0
region 9454,0,0,0,0,0,0,0,0,15130.72477,43451.54598,0,0,0,237167.3374,0,0,0,0,33209.24981,0,0,10628.66404,0,0,0,0,8.107917722,0.596244,0
region 9455,0,0,0,0,0,0,487496.1286,0,0,56004.23302,0,39512.41727,0,0,0,0,0,0,0,69782.31379,51464.89661,0,0,0,0,0,21.35238345,0.506024,0
region 9456,0,0,0,0,0,0,0,0,0,293701.4677,0,0,2273928.157,0,0,0,0,0,0,473328.9394,17107.99931,0,0,0,0,0,7.345342202,0.388199,0
region 9457,0,0,0,0,0,0,0,0,14973.62875,33728.27971,0,0,0,226709.2225,0,0,0,0,31744.85697,0,0,10518.31104,0,0,0,0,9.552534205,0.546392,0
region 9458,0,0,20877.06049,0,0,0,78141.09396,0,0,83183.94414,0,0,1027835.921,0,0,0,0,0,0,261520.105,37481.58345,0,0,9748.843033,0,0,14.3368636,0.413919,0
region 9459,0,0,54168.87468,0,0,0,303016.3914,0,71661.00863,156740.748,0,0,2238935.469,0,0,0,0,0,0,133580.3549,44940.13001,50338.68482,0,0,0,0,31.22334045,0.524496,0
region 9460,0,0,24927.02604,0,0,0,314475.7132,0,15765.57441,0,0,0,0,0,0,0,0,0,0,309903.7466,18438.85155,11074.61779,0,0,0,0,19.40989446,0.345679,0
region 9461,0,0,23164.79871,21099.6521,0,113505.6567,282898.6629,0,0,34876.62486,0,0,0,0,0,0,0,0,0,67383.73067,23674.92769,0,0,0,0,0,11.96999181,0.463687,0
region 9462,0,0,49751.86212,0,0,0,0,0,0,31731.91922,0,0,0,334340.8766,0,0,0,0,46815.93095,332939.4642,0,0,0,9382.507497,0,0,4.693216876,0.530534,0
region 9463,0,1693.711058,0,0,0,0,556849.2435,0,34908.59205,57828.37485,0,54684.87134,0,0,0,0,0,0,0,0,156800.1051,24521.73987,0,0,0,3123.299209,27.48209313,0.530612,0
region 9464,0,0,48451.30342,0,0,62521.54048,41259.24158,0,35979.76289,173663.773,0,0,858389.8242,0,117.2841696,3579.60591,0,0,0,0,0,25274.18995,0,0,0,0,5.838570099,0.488987,0
region 9465,0,0,0,0,0,44456.26211,0,0,49278.43721,118053.2724,0,0,706708.9213,0,0,0,0,0,0,75018.91109,0,34615.91968,0,0,0,3634.090021,19.58297113,0.525641,0
region 9466,0,0,21662.1056,0,947.4310455,0,0,0,19880.94966,131206.189,0,0,2511946.158,0,0,0,0,0,0,497415.0803,18826.29759,13965.48664,0,0,0,0,9.532728806,0.453947,0
region 9467,0,0,20237.43312,11237.62381,0,42178.56309,98833.85869,0,0,39932.6021,0,0,1520513.639,0,0,0,0,0,0,223253.4513,24667.40459,0,0,0,0,0,15.28240089,0.484252,0
region 9468,0,0,27864.41422,0,0,0,0,0,89199.22318,0,0,0,875122.1854,284022.458,0,0,0,0,39770.11701,282003.5316,18022.64243,62658.5038,0,0,0,0,4.426775569,0.451613,0
region 9469,0,0,0,0,0,0,0,0,0,103494.5665,0,0,0,468470.6451,0,0,0,0,65597.39149,0,19051.81756,0,0,6461.805555,0,0,26.33890574,0.475309,0
region 9470,0,0,0,24242.96778,0,134781.0453,0,0,19192.82193,40549.72525,0,0,0,0,128.4211986,3919.51687,0,0,0,264507.4017,0,13482.10739,0,9748.843033,0,0,38.87591717,0.482085,0
region 9471,0,1487.228059,0,37648.9237,0,186376.7593,230919.4516,0,16327.53442,163887.2187,0,0,2507058.114,0,0,0,0,0,0,144111.8277,51794.78467,11469.36981,0,6828.141091,0,0,9.358693666,0.445455,0
region 9472,0,0,0,0,0,0,45080.24696,0,0,0,0,12608.06112,0,0,0,0,0,0,0,170382.565,21623.4372,0,0,0,0,0,9.688749792,0.529412,0
region 9473,0,0,20200.21448,0,0,0,0,0,17310.90658,0,0,0,0,0,0,0,0,0,0,0,0,12160.1452,0,0,0,0,29.28638163,0.551867,0
region 9474,0,0,36687.68301,0,0,0,154168.3982,0,51542.21935,50134.58043,0,0,1015190.612,0,0,0,0,0,0,338941.378,23624.98398,36206.12638,0,0,323886.1887,2707.758879,7.629549563,0.479339,0
region 9475,0,0,53962.23975,44639.27972,0,239322.0216,410858.7855,0,33151.98768,126685.6998,0,12317.41134,3588067.614,0,0,0,0,0,0,269414.2539,60729.97909,23287.8031,0,6605.608932,0,0,27.50392579,0.476096,0
region 9476,0,0,44059.98146,0,0,0,310865.7421,0,57409.14114,106626.945,0,41967.11617,0,0,0,0,0,0,0,0,84555.74678,40327.3791,0,0,0,0,19.3615374,0.584906,0
region 9477,0,0,125848.2055,0,0,0,309682.5593,0,67076.79985,0,0,0,0,0,0,0,0,0,0,246343.1733,18767.43877,47118.48118,0,0,0,0,12.67191803,0.53,0
region 9478,0,0,23640.95883,0,0,0,46799.95581,0,0,32422.54809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.468951423,0.498099,0
region 9479,0,0,18217.56285,0,0,0,265802.3576,0,36135.52558,0,0,12317.41134,0,0,0,0,0,0,0,0,87354.04847,25383.60634,0,0,0,0,8.289907102,0.549356,0
region 9480,0,0,0,0,0,0,0,0,14968.97863,127611.8692,0,16302.36221,724166.0705,0,0,0,0,0,0,466581.3912,13607.15844,10515.04453,0,0,0,0,13.55576508,0.467433,0
region 9481,0,0,0,0,0,0,579225.5573,0,0,125258.4029,0,40295.48878,990895.8645,0,0,0,0,0,0,0,188038.7366,0,5.401582943,0,0,2920.627153,16.13005872,0.708185,0
region 9482,0,0,44853.6639,0,0,0,0,0,40955.37288,31597.42608,0,0,0,245757.9552,0,0,0,0,34412.14721,0,0,28769.33561,0,0,0,0,14.54798296,0.415225,0
region 9483,0,0,0,0,0,0,0,0,0,59809.09771,0,0,0,269325.8851,0,0,0,0,37712.23599,0,0,0,0,0,0,3230.277664,13.30408248,0.624242,0
region 9484,0,1871.082369,0,0,0,0,44437.69447,0,0,0,0,0,0,0,141.1571475,4308.228137,0,0,0,0,52875.75649,0,0,0,0,0,9.727702261,0.541899,0
region 9485,0,0,21272.45794,5302.121167,0,40937.49285,0,0,40603.35173,104995.6968,0,0,4630599.972,0,0,0,0,0,0,67048.43867,15238.78009,28522.05634,0,6605.608932,0,0,5.8477182,0.406489,0
region 9486,0,0,0,0,0,0,0,0,0,212902.934,0,14389.38255,4311125.979,0,0,0,0,0,0,239361.9058,0,0,0,0,0,0,13.25467767,0.481481,0
region 9487,0,0,18821.14494,6009.523592,0,0,0,0,18127.84115,0,0,0,2351166.828,239068.3148,0,0,0,0,33475.43331,290008.8517,0,12734.00556,0,0,0,0,7.126715493,0.483871,0
region 9488,0,0,55038.25631,0,0,0,41318.04937,0,20604.18474,0,0,0,0,0,0,0,0,0,0,76733.11861,19818.84098,14473.52726,0,0,0,0,4.295104694,0.482759,0
region 9489,0,0,0,0,0,0,0,0,0,71243.96403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.997256381,0.408889,0
region 9490,0,0,18494.07761,0,0,0,0,0,0,33553.48094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.430183545,0.408027,0
region 9491,0,0,0,0,0,0,0,0,37874.13826,73935.75867,0,0,0,242496.1688,0,0,0,0,33955.41703,0,0,26604.90475,0,0,0,0,9.02720687,0.542169,0
region 9492,0,0,0,0,0,0,155398.4138,0,0,158490.1896,0,0,1646884.92,0,0,0,0,0,0,67383.73067,97472.18348,0,0,6605.608932,0,2785.365971,45.85954815,0.545455,0
region 9493,0,0,0,0,0,0,92266.88896,0,17972.53851,38494.19979,0,0,0,0,0,0,0,0,0,506359.3394,19840.48412,12624.91233,0,0,0,0,8.550008035,0.494024,0
region 9494,11324.22545,1485.315236,25029.91812,0,0,0,305566.5026,0,0,195212.3548,0,16302.36221,0,0,0,0,0,0,0,0,237009.8878,0,0,0,0,2863.239968,8.006730859,0.624791,0
region 9495,0,0,20122.4026,6009.523592,0,44296.26526,0,0,16933.32627,38552.90061,0,0,0,0,125.7677274,3838.530825,0,0,0,0,0,11894.91176,0,0,0,0,8.672015342,0.418605,0
region 9496,0,0,20475.55587,0,0,44296.26526,0,0,17856.55258,56754.04734,0,0,1884974.374,0,0,0,0,0,0,184044.5144,0,12543.43735,0,0,0,0,9.996082791,0.497487,0
region 9497,0,0,0,17256.38363,0,88415.09371,356402.7407,0,36181.21693,56533.05239,0,12317.41134,0,0,0,0,0,0,0,0,55372.00527,25415.70249,0,0,0,3053.339097,3.9514368,0.530478,0
region 9498,0,0,0,0,0,0,84738.38965,0,15774.05923,51591.35747,0,12608.06112,0,0,0,0,0,0,0,76733.11861,0,11080.57801,0,0,0,5560.819955,5.824545979,0.553846,0
region 9499,0,0,60862.70149,0,0,55651.68779,0,0,0,0,0,0,885368.2256,0,0,0,0,0,0,416023.267,0,0,0,0,0,0,16.21158272,0.541899,0
region 9500,0,0,53941.66007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.10976838,0.529167,0
region 9501,0,0,26447.34486,0,0,0,0,0,18127.84115,0,0,0,0,0,0,0,0,0,0,215343.3082,0,12734.00556,0,0,0,0,20.46946627,0.481818,0
region 9502,0,0,41091.34898,0,0,0,186554.1429,0,31124.43359,82110.69509,0,28378.42127,0,0,0,0,0,0,0,0,100609.4502,21863.53615,0,0,0,0,4.477577773,0.644647,0
region 9503,0,0,25164.95904,0,0,0,0,0,118196.4335,66974.50961,0,0,0,0,0,0,0,0,0,0,30992.00321,83027.75982,0,0,0,2657.713797,11.47677358,0.542683,0
region 9504,0,0,75958.95889,0,0,46524.53861,0,0,0,46765.41921,0,0,0,563829.8288,0,0,0,0,78950.01832,0,0,0,0,0,0,0,14.69055404,0.566298,0
region 9505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.281584062,0.665179,0
region 9506,0,0,22365.03756,0,0,0,0,7580.334722,21306.36478,0,0,16302.36221,0,288600.6395,0,0,0,11551.94972,40411.17481,76733.11861,0,14966.77764,0,0,0,2861.472275,3.703418327,0.490741,0
region 9507,0,0,0,5248.66736,0,40524.77787,0,7868.248674,0,125351.4369,0,0,0,0,0,0,0,11990.71234,0,68473.86162,0,0,0,0,0,3189.413529,16.06106919,0.454023,0
region 9508,0,0,0,18165.55928,0,89207.30201,0,0,17419.06333,147556.0482,0,0,0,0,0,0,0,0,0,0,0,12236.12053,0,0,0,0,6.55255709,0.43695,0
region 9509,0,0,0,0,0,0,188384.8441,0,34440.87147,81137.73572,0,0,1130745.942,0,0,0,0,0,0,362610.0433,42205.6737,24193.18688,0,0,0,2726.505278,10.54087686,0.498195,0
region 9510,0,1662.027817,22267.02869,0,0,0,270926.0536,0,0,0,0,13989.03872,0,0,144.5973735,4413.226564,0,0,0,0,109662.4692,0,0,0,0,0,43.40766928,0.60166,0
region 9511,0,0,0,0,0,0,0,0,16746.02096,0,0,0,0,0,0,0,0,0,0,246343.1733,0,11763.33807,0,0,0,0,10.02772184,0.479675,0
region 9512,0,0,21221.98443,0,0,0,138351.4846,7119.827502,40605.12308,31826.46168,0,39605.50478,867717.9073,281920.4782,0,0,0,10850.1659,39475.78824,68473.86162,66362.42794,28523.30063,5.360543513,0,0,0,3.120022943,0.447427,0
region 9513,0,0,0,0,0,0,183626.1444,0,0,31778.73655,0,0,0,0,121.0787551,3695.419669,0,0,0,421778.4479,24098.61522,0,0,0,0,0,14.20876655,0.44964,0
region 9514,0,0,21519.27496,39202.13845,1140.494573,205693.1942,323876.5215,18753.98045,31802.34647,223801.0974,0,28378.42127,2558463.051,303996.5875,291.2477071,8889.111098,0,28579.8777,42566.98551,327116.0327,137175.3383,22339.73993,0,0,0,2706.297167,2.000350459,0.479245,0
region 9515,0,0,0,18872.56513,0,96778.9273,43268.5839,0,0,0,0,0,699085.6295,274922.3157,0,0,0,0,38495.87367,0,0,0,0,0,0,0,6.904854809,0.435685,0
region 9516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4571.979188,0,0,8.06027399,0.587156,0
region 9517,0,1923.364127,21520.60013,0,1041.57238,0,260642.0197,7127.244011,0,30580.29775,0,13989.03872,0,0,165.3056242,5045.258806,0,10861.46819,0,149777.9039,122021.4888,0,0,0,0,0,5.691170195,0.64214,0
region 9518,0,0,0,0,0,0,0,0,17546.23105,52725.1571,0,0,0,0,0,0,0,0,0,0,45025.23984,12325.45022,0,0,0,0,9.865228729,0.432099,0
region 9519,0,0,28610.84278,5248.66736,0,40524.77787,0,0,15009.36144,0,0,0,0,0,0,0,0,0,0,0,0,10543.41168,0,0,0,0,16.38269023,0.468927,0
region 9520,0,0,0,0,0,0,0,0,15665.90248,55271.40099,0,0,0,0,0,0,0,0,0,0,20459.67105,11004.60268,0,0,0,0,13.05997715,0.541126,0
region 9521,0,0,0,0,0,0,0,0,33096.81978,37189.806,0,0,0,300506.5732,0,0,0,0,42078.29783,0,0,23249.05009,0,0,0,0,8.852969358,0.512346,0
region 9522,0,0,0,0,0,0,0,9322.921705,17559.57537,101798.6928,0,0,0,0,0,0,0,14207.54185,0,398899.2471,0,12334.82402,0,0,0,3480.755232,8.685885043,0.537313,0
region 9523,0,0,0,0,1104.466236,0,148445.9994,0,17220.43574,0,0,0,0,0,0,0,0,0,0,68473.86162,46164.53569,12096.59344,0,0,0,0,10.79937652,0.527586,0
region 9524,0,0,70002.01877,0,0,0,0,0,17489.52872,76154.49291,0,0,0,273790.4375,0,0,0,0,38337.38294,0,0,12285.61934,0,0,0,0,9.398843038,0.467626,0
region 9525,0,0,0,13989.74395,0,108014.3258,0,7947.550737,0,30898.44258,0,0,0,0,0,0,0,12111.56366,0,141409.84,0,0,0,9526.310874,0,0,16.48101444,0.464,0
region 9526,0,0,0,0,0,0,175165.4049,0,66258.45757,71997.79185,0,13989.03872,0,290967.188,0,0,0,0,40742.54971,0,79345.01974,46543.63197,0,0,0,0,15.7275831,0.521739,0
region 9527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27837.26758,0,0,0,0,0,18.75150709,0.60793,0
region 9528,0,0,0,22015.88081,0,118054.3098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6605.608932,0,2955.760938,12.269341,0.490654,0
region 9529,0,0,0,0,0,0,0,0,0,46589.30991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.82924473,0.5,0
region 9530,0,0,49682.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.32753325,0.462963,0
region 9531,0,0,0,0,0,0,42170.44283,0,15156.92581,34372.09126,0,0,0,0,0,0,0,0,0,0,0,10647.06911,0,0,0,0,6.090560603,0.427313,0
region 9532,0,0,0,0,0,0,131937.1391,17001.83842,0,105311.8417,0,0,0,0,0,0,0,25909.72429,0,142218.7742,94230.80301,0,0,0,0,0,13.84378161,0.591093,0
region 9533,0,0,21393.44699,0,0,0,0,0,0,77143.34928,0,0,0,0,0,0,0,0,0,403754.6512,0,0,0,0,0,0,11.73043366,0.471761,0
region 9534,0,0,0,18695.47038,0,96498.22944,0,0,19746.29711,0,0,0,0,268314.9575,0,0,0,0,37570.68131,0,0,13870.89919,0,6461.805555,0,0,6.08457323,0.412463,0
