"","probability"
"region 2715",0.919877663433627
"region 2726",0.900890162576377
"region 2753",0.894009364533305
"region 2756",0.957976696790734
"region 2763",0.97406109906794
"region 2769",0.967172247875425
"region 2774",0.929656145033176
"region 2779",0.910098525089982
"region 2793",0.256713026648446
"region 2805",0.729761564110535
"region 2825",0.589598275409578
"region 2838",0.956216406390042
"region 2844",0.940913607541081
"region 2848",0.881903833889649
"region 2853",0.0509388089714271
"region 2857",0.520113564566804
"region 2876",0.973940032079322
"region 2887",0.826907245066955
"region 2895",0.951787382845536
"region 2898",0.904291574399695
"region 2901",0.947932471242178
"region 2915",0.885308425667796
"region 2924",0.988097736505398
"region 2931",0.967615218574929
"region 2936",0.817616217967495
"region 2945",0.850539272520729
"region 2947",0.960702028995314
"region 2951",0.807054367536642
"region 2953",0.694455916795586
"region 2955",0.268266150048721
"region 3002",0.961280931987801
"region 3012",0.204004331333882
"region 3026",0.110906703081081
"region 3034",0.506572632396338
"region 3058",0.527523007700191
"region 3059",0.845178783839153
"region 3063",0.414499830151678
"region 3072",0.635571302124562
"region 3074",0.923729655933003
"region 3078",0.829318537598049
"region 3081",0.466839240942664
"region 3094",0.908459447397722
"region 3104",0.648528738194059
"region 3110",0.764701271564792
"region 3123",0.969269095969118
"region 3125",0.883701027554679
"region 3130",0.307207105869028
"region 3143",0.833092221043548
"region 3144",0.988439482257774
"region 3150",0.953803560680046
"region 3171",0.873393088116021
"region 3173",0.707804243541763
"region 3175",0.452805115141987
"region 3200",0.846087951295611
"region 3201",0.976789289753808
"region 3242",0.0137391353986063
"region 3256",0.48847789256109
"region 3263",0.95433097378714
"region 3268",0.110172279504217
"region 3269",0.457941745152283
"region 3276",0.501235746983121
"region 3287",0.394644937430282
"region 3299",0.272373427895541
"region 3306",0.283552149418567
"region 3307",0.131201133488141
"region 3316",0.435930807225893
"region 3333",0.783574451298688
"region 3337",0.932696486047962
"region 3340",0.65934503814148
"region 3345",0.60466153058533
"region 3352",0.909221661753686
"region 3363",0.749476333883444
"region 3371",0.291703620728968
"region 3403",0.555149538728819
"region 3416",0.911451579151438
"region 3424",0.958088728865782
"region 3426",0.868622873742784
"region 3429",0.292581943047577
"region 3436",0.911241594451985
"region 3447",0.781047654477377
"region 3449",0.858841661548432
"region 3456",0.908115111020528
"region 3461",0.885475888193358
"region 3484",0.859224845724199
"region 3491",0.736128128959755
"region 3500",0.847333573726091
"region 3544",0.52878350888442
"region 3546",0.156935346496311
"region 3579",0.545932515052067
"region 3582",0.284172311652266
"region 3587",0.0921694596359274
"region 3592",0.597615309730146
"region 3595",0.951199120259679
"region 3600",0.570055009694047
"region 3605",0.860765712608983
"region 3618",0.811469883426403
"region 3622",0.931516633622155
"region 3625",0.722305003260466
"region 3627",0.757314971135121
"region 3650",0.890420860756894
"region 3653",0.159476410796082
"region 3655",0.203022560732857
"region 3660",0.938708449438309
"region 3661",0.895384102777564
"region 3675",0.903380148746753
"region 3680",0.617311953267181
"region 3685",0.96259638499035
"region 3715",0.955087907483739
"region 3732",0.940229224047199
"region 3751",0.946613427802108
"region 3763",0.657881083146287
"region 3770",0.549956184254757
"region 3780",0.746973046968939
"region 3782",0.90136805838932
"region 3802",0.849686767842138
"region 3811",0.867225713180666
"region 3816",0.922610918020107
"region 3855",0.362242239523798
"region 3859",0.961203180384208
"region 3868",0.200015605429907
"region 3878",0.777859376955277
"region 3881",0.931370199131509
"region 3912",0.5198083911853
"region 3913",0.758913715842784
"region 3921",0.930091617911222
"region 3923",0.885013569260113
"region 3937",0.340965954693651
"region 3944",0.453549986521409
"region 3945",0.622558633483401
"region 3947",0.0376738779969636
"region 3952",0.910235111415701
"region 3953",0.508686236916747
"region 3963",0.884641584169383
"region 3969",0.665979370437321
"region 3976",0.708951089344088
"region 3978",0.82364650592931
"region 3987",0.368817771036494
"region 3991",0.871004673206906
"region 3995",0.928094134821823
"region 4001",0.90894893743092
"region 4003",0.93505568732725
"region 4007",0.941399891946745
"region 4020",0.910042200175334
"region 4023",0.332809219921642
"region 4025",0.0453103066027193
"region 4044",0.473297688252813
"region 4045",0.904304257601187
"region 4047",0.908339022867873
"region 4057",0.861938321216482
"region 4068",0.505255974108386
"region 4070",0.250859651477066
"region 4071",0.946055053331227
"region 4074",0.844306001666311
"region 4076",0.955286107651002
"region 4081",0.91170550006112
"region 4090",0.253999274419414
"region 4101",0.647348460821931
"region 4105",0.935147548495556
"region 4112",0.614796606212842
"region 4118",0.963360284307291
"region 4122",0.938010557880538
"region 4158",0.176460853560031
"region 4170",0.884114015952712
"region 4171",0.916008750574426
"region 4180",0.953070821291697
"region 4183",0.824782071238749
"region 4204",0.671372984007894
"region 4206",0.932475126259311
"region 4214",0.854216694989007
"region 4220",0.25919748951757
"region 4232",0.919376796622719
"region 4283",0.809118324261123
"region 4293",0.958851075945451
"region 4296",0.968874966173589
"region 4301",0.888414892185045
"region 4339",0.571607458542418
"region 4347",0.790276307724637
"region 4350",0.44929896608225
"region 4351",0.701272008825489
"region 4362",0.853754544484697
"region 4389",0.22977699426921
"region 4441",0.957592058893221
"region 4447",0.652600645623365
"region 4450",0.926697590421994
"region 4452",0.89336749985211
"region 4463",0.935799767576385
"region 4471",0.881503771814278
"region 4479",0.779088911073757
"region 4497",0.961037046285569
"region 4501",0.948580952577695
"region 4511",0.96498875030132
"region 4516",0.805792639534506
"region 4524",0.932186648677447
"region 4535",0.231489280550992
"region 4542",0.14725569793338
"region 4545",0.371811329321436
"region 4550",0.126947601940649
"region 4565",0.856691691788609
"region 4571",0.562288975841544
"region 4589",0.673700916497645
"region 4601",0.916916104518616
"region 4617",0.99230492553288
"region 4620",0.697659930653125
"region 4624",0.974804396959527
"region 4632",0.863715529688926
"region 4635",0.134610242479092
"region 4643",0.958008786011285
"region 4646",0.940854573028009
"region 4677",0.804395146792436
"region 4718",0.782229826206889
"region 4764",0.912513721174631
"region 4785",0.901087029153219
"region 4805",0.837078260372722
"region 4824",0.780724804226697
"region 4830",0.923682961217932
"region 4832",0.451602570873936
"region 4866",0.793161562945657
"region 4876",0.135164843328566
"region 4888",0.872163383469322
"region 4889",0.843443613565629
"region 4890",0.580300781569498
"region 4893",0.611869596449
"region 4896",0.931255838557943
"region 4905",0.445165048617426
"region 4921",0.452444411249186
"region 4923",0.828860286323771
"region 4927",0.850882549756245
"region 4935",0.90356589978709
"region 4974",0.630095066968736
"region 4978",0.909110146777722
"region 4998",0.837910132121352
"region 5013",0.256695320395044
"region 5041",0.243725082501226
"region 5046",0.199965278716339
"region 5048",0.269020499180131
"region 5060",0.163247082778265
"region 5065",0.366497858215367
"region 5066",0.717366581568369
"region 5075",0.748885672830037
"region 5078",0.17356732052953
"region 5081",0.0628367883963643
"region 5083",0.148255494660575
"region 5096",0.274149358859169
"region 5108",0.267835326106766
"region 5114",0.231300662802696
"region 5119",0.200198866207795
"region 5135",0.363689915515137
"region 5137",0.278744344399931
"region 5139",0.171638425539364
"region 5145",0.0925125100862243
"region 5154",0.0596821126465857
"region 5155",0.761700174566809
"region 5181",0.306100687727731
"region 5214",0.539303330528045
"region 5222",0.120522588067792
"region 5227",0.101851092592589
"region 5239",0.483724163168607
"region 5248",0.341614040318454
"region 5254",0.523874324075087
"region 5257",0.873538593726798
"region 5266",0.257121358076571
"region 5270",0.855179463298395
"region 5277",0.169467680525997
"region 5281",0.346551495682335
"region 5285",0.21523953247204
"region 5290",0.0502487574551237
"region 5295",0.218009244370275
"region 5298",0.116586318327957
"region 5303",0.706067385667007
"region 5305",0.0766743386184431
"region 5329",0.769265935944447
"region 5340",0.314487353160213
"region 5356",0.149050299158054
"region 5360",0.287599450661652
"region 5365",0.317708766640594
"region 5366",0.0818736470671572
"region 5371",0.0997431672553251
"region 5377",0.463786395630214
"region 5379",0.0507672215074111
"region 5386",0.429316220450279
"region 5394",0.254801738228422
"region 5400",0.43977951132936
"region 5406",0.557117668338245
"region 5422",0.950619875939907
"region 5425",0.437339968600968
"region 5429",0.0940096267414494
"region 5440",0.0380511216122263
"region 5455",0.256103360406916
"region 5472",0.279344218817715
"region 5485",0.454049749476542
"region 5508",0.567068617254851
"region 5518",0.283159493736789
"region 5521",0.212987716450739
"region 5533",0.544146117716184
"region 5534",0.10249851035359
"region 5535",0.0837629538553739
"region 5537",0.234468691710067
"region 5555",0.653860523413462
"region 5564",0.202484080273301
"region 5580",0.432266876786122
"region 5581",0.336775774322831
"region 5598",0.47037254503765
"region 5614",0.582500958724175
"region 5630",0.134677254174578
"region 5672",0.265698411056355
"region 5681",0.376068792189952
"region 5702",0.427140705589974
"region 5715",0.221367169640184
"region 5716",0.583662588951527
"region 5717",0.30469586327508
"region 5735",0.418275943177754
"region 5739",0.352521806786005
"region 5746",0.044293824094606
"region 5748",0.0501676833561319
"region 5751",0.0498853037745208
"region 5753",0.179107544732448
"region 5756",0.117107552181604
"region 5757",0.395149078771618
"region 5768",0.279611135808244
"region 5810",0.371996040706696
"region 5814",0.138245782872249
"region 5834",0.0102792173473551
"region 5842",0.0870993849697768
"region 5868",0.346823567190444
"region 5876",0.296691763908356
"region 5882",0.540083835381572
"region 5895",0.314573333231972
"region 5896",0.374186952820104
"region 5900",0.351030663052283
"region 5901",0.173735661743515
"region 5911",0.199298774733447
"region 5931",0.055800472178079
"region 5946",0.314365171348955
"region 5952",0.105047686784428
"region 5956",0.0971848709791728
"region 5961",0.0501396615872078
"region 5988",0.0528441093265946
"region 5990",0.235271398378226
"region 6003",0.705523433578569
"region 6037",0.177733932210225
"region 6040",0.778228635618136
"region 6052",0.0962287708618751
"region 6085",0.517891263259883
"region 6087",0.0481892820834246
"region 6096",0.146899015124906
"region 6110",0.314510995721525
"region 6124",0.0857891082832932
"region 6129",0.636587939111105
"region 6135",0.286236887813568
"region 6137",0.699027559001633
"region 6142",0.186354634018911
"region 6143",0.498672427517271
"region 6154",0.495166862369382
"region 6170",0.998270992970366
"region 6171",0.40794334753711
"region 6184",0.360166216919684
"region 6207",0.840670732335433
"region 6216",0.592282798866022
"region 6245",0.106019156191426
"region 6254",0.169539722666211
"region 6264",0.244093401792578
"region 6265",0.120537544257003
"region 6266",0.768876355137605
"region 6272",0.442094268667418
"region 6312",0.0572678347135028
"region 6330",0.538613426222597
"region 6334",0.408246649400815
"region 6336",0.194291295827565
"region 6353",0.325909261741143
"region 6391",0.035701285551923
"region 6395",0.0538776922351387
"region 6412",0.468309672568528
"region 6446",0.391037196065028
"region 6453",0.256290008930006
"region 6455",0.038410451740857
"region 6470",0.261779492644541
"region 6476",0.906424164014416
"region 6486",0.232990465417506
"region 6499",0.699158694178172
"region 6509",0.147294920482745
"region 6530",0.200027788193483
"region 6544",0.0408421739698009
"region 6549",0.0596218356772005
"region 6550",0.0608267291674229
"region 6556",0.302947692786299
"region 6558",0.0567762839028224
"region 6573",0.803238949244353
"region 6576",0.0502204052611
"region 6584",0.661457245306479
"region 6585",0.051763325526133
"region 6606",0.0806307195287581
"region 6616",0.382406527874876
"region 6622",0.147246844035635
"region 6634",0.148081871370289
"region 6648",0.0430968628739229
"region 6668",0.0590893765721276
"region 6674",0.200273519599964
"region 6675",0.0496387868163438
"region 6683",0.344714168923552
"region 6684",0.184559951866808
"region 6694",0.32755337718903
"region 6708",0.0802814575856796
"region 6734",0.222370585173876
"region 6763",0.111142869797588
"region 6765",0.0652799768066603
"region 6774",0.340236188904224
"region 6797",0.195273175913252
"region 6806",0.640678230619622
"region 6810",0.183724342698892
"region 6811",0.195950085720017
"region 6818",0.243282208516521
"region 6826",0.310243341256011
"region 6828",0.0686345362454357
"region 6830",0.0858090588772147
"region 6831",0.110637841765302
"region 6835",0.32125306328467
"region 6838",0.349135947230032
"region 6846",0.0757531892442619
"region 6862",0.177417815824687
"region 6875",0.243041496082923
"region 6884",0.320683436737683
"region 6891",0.153239250907799
"region 6898",0.0500537516075768
"region 6903",0.0343170256827975
"region 6926",0.468930719248812
"region 6955",0.543775750530013
"region 6958",0.192071416915893
"region 6973",0.459985453343544
"region 6979",0.192269671765247
"region 7000",0.392414632204167
"region 7001",0.133573370131822
"region 7007",0.324705604425462
"region 7010",0.465293860675306
"region 7012",0.0639062815188208
"region 7024",0.463107943680608
"region 7044",0.176576208002214
"region 7051",0.158430032673279
"region 7102",0.020720824490406
"region 7108",0.234713324130758
"region 7110",0.571959110659819
"region 7127",0.258981560463132
"region 7138",0.209997967699634
"region 7146",0.0243676739438162
"region 7149",0.166527839033268
"region 7160",0.0382964862744277
"region 7192",0.451733457293866
"region 7196",0.831193708886064
"region 7197",0.435071288204297
"region 7208",0.212694180740264
"region 7211",0.654158658315282
"region 7228",0.21420047398057
"region 7234",0.167863041996246
"region 7237",0.163528582003066
"region 7246",0.111619946416718
"region 7248",0.395930885742072
"region 7274",0.104874545064557
"region 7288",0.215820766740804
"region 7295",0.533188028641205
"region 7298",0.714666942976133
"region 7316",0.570913920367298
"region 7320",0.168549329761864
"region 7336",0.129848494656967
"region 7338",0.711675580169702
"region 7345",0.0735185238367966
"region 7346",0.146508219908466
"region 7364",0.392865973350713
"region 7372",0.283503750723442
"region 7405",0.106530170620398
"region 7407",0.247256938579479
"region 7416",0.16005024393363
"region 7457",0.905164173694598
"region 7458",0.375521427640459
"region 7465",0.520030554394059
"region 7466",0.10421980701898
"region 7468",0.528319268612653
"region 7472",0.192021596117749
"region 7479",0.211124875862318
"region 7485",0.347292811970733
"region 7491",0.0841378059831191
"region 7504",0.47261682279954
"region 7507",0.727339013740101
"region 7531",0.0252027418695062
"region 7535",0.897484355771393
"region 7539",0.0494856340957435
"region 7544",0.185969858822212
"region 7550",0.272414666394509
"region 7570",0.644249882910039
"region 7580",0.131410901762698
"region 7584",0.194791243303214
"region 7585",0.100551556265755
"region 7588",0.246076393721425
"region 7592",0.894389543348481
"region 7611",0.21526345677226
"region 7639",0.320352709251907
"region 7642",0.282977777386634
"region 7645",0.22150026368497
"region 7647",0.0649873120582128
"region 7664",0.0605804025824969
"region 7684",0.484757843726494
"region 7695",0.290457738452066
"region 7704",0.0882174329094725
"region 7762",0.456971307550832
"region 7768",0.0661935106819693
"region 7771",0.0711146651675374
"region 7772",0.313573774528126
"region 7784",0.30921597460946
"region 7786",0.711666919865953
"region 7808",0.44630296347958
"region 7821",0.0520100830781687
"region 7823",0.198074567727261
"region 7833",0.747168250300402
"region 7848",0.620628703895662
"region 7854",0.185967810718237
"region 7868",0.0956858892313893
"region 7879",0.611098800445787
"region 7891",0.617362605790376
"region 7892",0.881591581811877
"region 7895",0.165699372406226
"region 7898",0.374272888710449
"region 7911",0.403138301981985
"region 7927",0.233878838200563
"region 7944",0.43509338685021
"region 7945",0.256046895398266
"region 7954",0.286682004705312
"region 7962",0.0773746601223632
"region 7971",0.388229359189853
"region 7982",0.091551295956037
"region 7985",0.920894553426039
"region 7997",0.576724861056282
"region 8010",0.428786309140393
"region 8017",0.0330646112607681
"region 8018",0.202037430552148
"region 8048",0.352127915398762
"region 8049",0.504197392074803
"region 8051",0.622169226863384
"region 8065",0.509630193280392
"region 8073",0.202255657619729
"region 8075",0.16255995922502
"region 8076",0.0998605388356847
"region 8083",0.257786420095389
"region 8087",0.0841311110252682
"region 8090",0.0644251775678861
"region 8111",0.0318617938942653
"region 8117",0.0670081121496207
"region 8125",0.0681581178314322
"region 8126",0.318075880158809
"region 8156",0.0992028361643856
"region 8172",0.143913114249073
"region 8187",0.0468506249864678
"region 8193",0.375992524744263
"region 8202",0.0510465483942571
"region 8204",0.0137075641555142
"region 8245",0.254727373895096
"region 8249",0.10679870322933
"region 8250",0.385707944200392
"region 8251",0.542085359863951
"region 8279",0.0721539448165768
"region 8285",0.527938680091993
"region 8290",0.601294572573436
"region 8312",0.340810030171389
"region 8317",0.0537977584022734
"region 8352",0.131817414722367
"region 8356",0.185327685802894
"region 8362",0.359032062910908
"region 8377",0.915860965265533
"region 8392",0.290319200746536
"region 8410",0.512509207978215
"region 8437",0.506067458689803
"region 8440",0.073525397673276
"region 8441",0.466465586524183
"region 8456",0.363634480854293
"region 8457",0.0642409759954326
"region 8461",0.570319903171733
"region 8463",0.507738658705702
"region 8469",0.120284003673288
"region 8486",0.329468609890078
"region 8496",0.0398056858946722
"region 8497",0.329123054754999
"region 8500",0.330748378636307
"region 8501",0.134541635675701
"region 8529",0.238836950899331
"region 8531",0.153313002713734
"region 8550",0.805751237590498
"region 8551",0.171925287309792
"region 8553",0.0658424460657941
"region 8556",0.334452579601282
"region 8563",0.43849354270896
"region 8572",0.0794445285304409
"region 8582",0.081237280948303
"region 8585",0.113625720592126
"region 8589",0.0952229366950727
"region 8599",0.0185842178720861
"region 8604",0.141298297071556
"region 8611",0.191461040085014
"region 8614",0.651643729717584
"region 8619",0.168698746670052
"region 8661",0.470026654980682
"region 8680",0.0953533241149404
"region 8684",0.0124232975054406
"region 8685",0.0434949583013497
"region 8690",0.367512479422677
"region 8692",0.207547005756169
"region 8701",0.756300282714135
"region 8716",0.381174297994409
"region 8726",0.28958365031394
"region 8729",0.201887963317918
"region 8753",0.205434016521814
"region 8788",0.0700364695201454
"region 8789",0.351927539658899
"region 8799",0.149854658472589
"region 8808",0.70423515256029
"region 8809",0.0661680514664222
"region 8848",0.165432525214504
"region 8861",0.103619483941943
"region 8873",0.32360091847916
"region 8882",0.179999415587485
"region 8890",0.795044961741466
"region 8892",0.741117698822146
"region 8907",0.0695008965809987
"region 8950",0.804320113557608
"region 8961",0.0972063370405192
"region 8970",0.120413481833046
"region 8984",0.0836187272471109
"region 8994",0.12187633286459
"region 9008",0.235369562470726
"region 9019",0.46615743534191
"region 9047",0.10025491926308
"region 9054",0.971100938192017
"region 9080",0.0856770604508702
"region 9100",0.0467798022320618
"region 9108",0.215517357609599
"region 9140",0.350012560958498
"region 9148",0.0832928385957104
"region 9154",0.678741721042545
"region 9165",0.315389918089615
"region 9174",0.152510919162515
"region 9190",0.0643236683840162
"region 9191",0.558033131295423
"region 9192",0.0884437492676213
"region 9194",0.471898109114961
"region 9196",0.147932744059132
"region 9199",0.181087869913242
"region 9205",0.106590686681002
"region 9211",0.0328673692992466
"region 9223",0.321662160136882
"region 9224",0.42727462290335
"region 9245",0.136516340362802
"region 9262",0.963987949157353
"region 9274",0.165738809539926
"region 9309",0.0993015580381604
"region 9317",0.308682501406078
"region 9318",0.0498576832575552
"region 9327",0.452437279364483
"region 9328",0.346566946694503
"region 9329",0.352717450265023
"region 9355",0.297340846405534
"region 9368",0.239194771828233
"region 9380",0.35078627137711
"region 9399",0.214387166511759
"region 9427",0.165082211985455
"region 9428",0.178502953158206
"region 9434",0.0978040519562632
"region 9436",0.537720547500143
"region 9439",0.223028034854109
"region 9468",0.0576514774455424
"region 9503",0.371711851139194
"region 9519",0.244891464351009
"region 9523",0.416566270152905
"region 9529",0.372344582459004
"region 9587",0.690142275125501
"region 9591",0.5094877016374
"region 9592",0.0312740530469293
"region 9600",0.121077474268514
"region 9604",0.884625792151005
"region 9614",0.584018836191539
"region 9615",0.191370181578713
"region 9622",0.202193131038246
"region 9633",0.562311082142124
"region 9641",0.383781118469909
"region 9642",0.112192573854981
"region 9646",0.0472479103753484
"region 9648",0.783713062284956
"region 9650",0.433932980515894
"region 9659",0.232710950087829
"region 9674",0.155243174872808
"region 9677",0.0553727390071185
"region 9678",0.212520421937668
"region 9692",0.147126871897119
"region 9694",0.253917598739663
"region 9702",0.379935353686971
"region 9704",0.488183901083764
"region 9721",0.321581466408904
"region 9730",0.303207065510948
"region 9731",0.115451157920526
"region 9734",0.108774992951306
"region 9736",0.261361164102366
"region 9740",0.347740362764315
"region 9742",0.0931195609219732
"region 9772",0.112514695827526
"region 9778",0.275908625431919
"region 9782",0.338717730185091
"region 9788",0.196266056133132
"region 9801",0.201695318124573
"region 9804",0.0881554508329665
"region 9811",0.212667848844563
"region 9826",0.236920573305862
"region 9837",0.484915823178921
"region 9840",0.568473720816638
"region 9843",0.0904957974996513
"region 9863",0.052587727523302
"region 9866",0.156589674214598
"region 9876",0.454284667971592
"region 9879",0.203665027919603
"region 9880",0.143732829199169
"region 9884",0.646901773228919
"region 9886",0.133549715546739
"region 9887",0.453384836970158
"region 9891",0.417988343943911
"region 9898",0.39773568943712
"region 9905",0.166375676727927
"region 9912",0.452036142151731
"region 9915",0.0577847507190066
"region 9917",0.486741451270335
"region 9918",0.248343598837569
"region 9921",0.349185309207549
"region 9944",0.262409143401625
"region 9948",0.0994922120139278
"region 9971",0.593829265680449
"region 9977",0.843874005404576
"region 9995",0.0511975340042456
"region 10000",0.216210009887236
"region 9",0.0590108946296584
"region 17",0.973016572789293
"region 19",0.92058776397366
"region 21",0.264600788371833
"region 23",0.336542154155198
"region 29",0.123182290252357
"region 40",0.908651812514396
"region 63",0.837691401732454
"region 68",0.830569185148841
"region 98",0.7565668266613
"region 100",0.663507258508804
"region 114",0.711036902406588
"region 122",0.934512459906396
"region 128",0.881557502444028
"region 130",0.841134261686782
"region 138",0.590489992521823
"region 142",0.833805156109991
"region 156",0.683637441328329
"region 179",0.609472140519075
"region 181",0.390618968008918
"region 202",0.805350931449175
"region 205",0.490491293030251
"region 207",0.585863922680956
"region 213",0.557670265163651
"region 223",0.955053252271469
"region 240",0.897363100613615
"region 251",0.202700726162098
"region 258",0.881111394612756
"region 271",0.713164891591038
"region 275",0.938756219669089
"region 301",0.552643825652227
"region 304",0.494792085173315
"region 305",0.581969356397909
"region 314",0.729296943927167
"region 317",0.76386002380084
"region 326",0.274189280548455
"region 332",0.741307771647224
"region 341",0.546539926754388
"region 350",0.884733652497108
"region 354",0.776340233557321
"region 377",0.618514625561028
"region 397",0.512945264247659
"region 405",0.578167639048445
"region 409",0.725730692599469
"region 416",0.830804931919701
"region 417",0.932439086679126
"region 418",0.69379092032837
"region 427",0.721743198903917
"region 432",0.891141106268594
"region 458",0.952566089736207
"region 464",0.715027935897324
"region 470",0.691628753233605
"region 473",0.710176691116957
"region 476",0.923170312223546
"region 499",0.110305352149786
"region 514",0.284051424593375
"region 528",0.926479966996568
"region 534",0.856654429553244
"region 545",0.839684415554666
"region 568",0.963482545613026
"region 570",0.921166388637098
"region 580",0.79445470262717
"region 582",0.932464209019286
"region 625",0.955150522002227
"region 643",0.109509573532928
"region 647",0.182924054330911
"region 650",0.0682956833279774
"region 661",0.0838442239660163
"region 685",0.898298867658733
"region 686",0.0277628309774331
"region 697",0.580660271013722
"region 706",0.069592971965139
"region 720",0.938929812433492
"region 729",0.928078172685579
"region 737",0.597959996818198
"region 744",0.126449485442609
"region 771",0.813361580163955
"region 778",0.68051230703269
"region 781",0.713646641459453
"region 787",0.961085689744576
"region 806",0.88612590141153
"region 820",0.353117605531806
"region 822",0.461738432264631
"region 828",0.931014049608861
"region 834",0.901345915960412
"region 838",0.916868382230078
"region 849",0.092665022179748
"region 878",0.664191234955107
"region 886",0.968744406811453
"region 887",0.920284256276629
"region 906",0.35926344509617
"region 925",0.637417950039535
"region 930",0.392539169232231
"region 938",0.894905577901494
"region 941",0.488900120098686
"region 943",0.893618029679895
"region 979",0.913234420909209
"region 982",0.451542836195834
"region 998",0.525856534415729
"region 1000",0.907918221567051
"region 1001",0.743919754717593
"region 1007",0.805862977916122
"region 1030",0.355520183462311
"region 1031",0.847183326895455
"region 1038",0.94541602244413
"region 1040",0.858522360153751
"region 1051",0.895781129245775
"region 1060",0.530247504811519
"region 1061",0.427649576626561
"region 1068",0.960109592628063
"region 1078",0.875752014028315
"region 1100",0.31802203734635
"region 1116",0.803790359856596
"region 1159",0.864028915847348
"region 1160",0.666630366810488
"region 1171",0.431143803854284
"region 1175",0.969078227204761
"region 1180",0.787486877878817
"region 1202",0.98622208004051
"region 1203",0.653779577767513
"region 1213",0.959014560569907
"region 1219",0.659911160637668
"region 1226",0.920683759701304
"region 1261",0.945897375654023
"region 1265",0.908998441007106
"region 1282",0.867534619823985
"region 1305",0.887673680827211
"region 1311",0.798760120440523
"region 1347",0.799149089715721
"region 1354",0.966122243761106
"region 1360",0.841429743342254
"region 1365",0.935166954424356
"region 1368",0.962313017820172
"region 1375",0.497096830105053
"region 1386",0.877448383047784
"region 1392",0.898256978998361
"region 1400",0.665652535147918
"region 1416",0.832999083106334
"region 1419",0.818042888976373
"region 1432",0.622983416485401
"region 1435",0.691523693449029
"region 1459",0.412246669671895
"region 1467",0.825178158230781
"region 1475",0.45481348429407
"region 1484",0.441576089415099
"region 1497",0.83732180960457
"region 1508",0.903730632621984
"region 1529",0.923569911575238
"region 1533",0.828850949834814
"region 1541",0.648563300694146
"region 1548",0.900862216207208
"region 1557",0.666126509529857
"region 1560",0.909571337143009
"region 1571",0.954331697139671
"region 1578",0.934722734737466
"region 1592",0.97291021257162
"region 1599",1
"region 1600",0.858766522031188
"region 1601",0.676773191460069
"region 1604",0.838674960572405
"region 1608",0.891242432381194
"region 1622",0.712076042248245
"region 1623",0.928696677176853
"region 1652",0.288342865193504
"region 1661",0.854857512296425
"region 1672",0.0733770265014706
"region 1674",0.0364406289209911
"region 1677",0.0733633321713907
"region 1682",0.351253362516794
"region 1686",0.889537685021271
"region 1690",0.522010397257398
"region 1704",0.827272610478602
"region 1705",0.947168716529369
"region 1709",0.827566714544312
"region 1713",0.742480504115415
"region 1715",0.297486729127221
"region 1722",0.957552033451127
"region 1732",0.894358527470004
"region 1745",0.702019809540355
"region 1750",0.496435676229596
"region 1759",0.991289409703576
"region 1761",0.865211181722298
"region 1774",0.569534563803021
"region 1777",0.0299285776644956
"region 1783",0.462285872922936
"region 1786",0.827914254617293
"region 1836",0.44079916523041
"region 1862",0.52985812422999
"region 1870",0.696067793711129
"region 1911",0.771715122883025
"region 1923",0.61401732355658
"region 1927",0.813085994218058
"region 1930",0.843635292951973
"region 1933",0.324488632516036
"region 1935",0.947789511565899
"region 1936",0.815146883707386
"region 1965",0.930587674107992
"region 1976",0.912817962828331
"region 1985",0.960996834744249
"region 1988",0.913129102435635
"region 2009",0.906730980148251
"region 2011",0.893628864401232
"region 2012",0.934498920549027
"region 2020",0.594421931674679
"region 2030",0.969128170350419
"region 2047",0.618105212758839
"region 2065",0.457947677279389
"region 2083",0.854874578782629
"region 2094",0.745920859831294
"region 2110",0.532357518144649
"region 2126",0.170143209615182
"region 2130",0.878766545960859
"region 2134",0.418332793710283
"region 2144",0.763243663962577
"region 2152",0.854435330089253
"region 2176",0.272379544036594
"region 2177",0.443419574788991
"region 2185",0.957597912036583
"region 2191",0.704096389073706
"region 2195",0.929324579734172
"region 2197",0.918004145580959
"region 2198",0.874002099926492
"region 2235",0.876135530250351
"region 2240",0.946343930741227
"region 2246",0.509404566683564
"region 2252",0.962368239932534
"region 2256",0.875319398709842
"region 2276",0.392105973700887
"region 2279",0.683805366494802
"region 2283",0.201263229500903
"region 2294",0.94987568317952
"region 2304",0.81348356562432
"region 2319",0.425773822479065
"region 2329",0.321184112271948
"region 2339",0.924293409122798
"region 2340",0.535672555482229
"region 2353",0.941750959745186
"region 2382",0.754947206876084
"region 2384",0.960269855106646
"region 2413",0.932880470463659
"region 2415",0.134228133612718
"region 2416",0.871876685325568
"region 2449",0.850626165269792
"region 2451",0.825709356798429
"region 2454",0.213290419646491
"region 2459",0.168124164465935
"region 2486",0.958805192773193
"region 2512",0.490987166997643
"region 2517",0.948664748871548
"region 2522",0.849408101296807
"region 2532",0.919671358768268
"region 2536",0.0289379223393364
"region 2539",0.461407164994675
"region 2547",0.961633455355415
"region 2551",0.84603844602044
"region 2563",0.738786045129193
"region 2567",0.853617960832191
"region 2576",0.930634300233415
"region 2582",0.897274703236305
"region 2594",0.541780953140033
"region 2618",0.945724847577112
"region 2640",0.917814952392403
"region 2641",0.639637091566042
"region 2654",0.705448329239794
"region 2674",0.866635845302336
"region 2682",0.94786360213287
"region 2704",0.568977342573547
"region 2709",0.690755412242341
